ntt_per_tt_loss,student_growth_rate,replacement_rate,year,assistant,associate,full,ntt,total_faculty,total_students,student_ntt_ratio,student_faculty_ratio
17.9,0.015,0,2034,31,236,400,1183,1851,31456,26.593,16.998
17.9,0.015,0,2035,25,217,387,1243,1871,31928,25.683,17.061
15.4,0.02,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.02,0,2026,199,374,485,765,1822,28060,36.691,15.4
15.4,0.02,0,2027,159,365,476,859,1859,28621,33.332,15.4
15.4,0.02,0,2028,126,352,467,950,1896,29193,30.72,15.4
15.4,0.02,0,2029,100,335,458,1040,1934,29777,28.631,15.4
15.4,0.02,0,2030,80,317,448,1128,1972,30373,26.925,15.4
15.4,0.02,0,2031,63,297,437,1215,2012,30980,25.506,15.4
15.4,0.02,0,2032,50,276,426,1300,2052,31600,24.309,15.4
15.4,0.02,0,2033,40,256,413,1384,2093,32232,23.288,15.4
15.4,0.02,0,2034,31,236,400,1467,2135,32877,22.409,15.4
15.4,0.02,0,2035,25,217,387,1549,2178,33535,21.645,15.4
15.9,0.02,0,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.02,0,2026,199,374,485,741,1798,28060,37.883,15.606
15.9,0.02,0,2027,159,365,476,832,1832,28621,34.414,15.627
15.9,0.02,0,2028,126,352,467,920,1866,29193,31.717,15.647
15.9,0.02,0,2029,100,335,458,1007,1901,29777,29.561,15.665
15.9,0.02,0,2030,80,317,448,1093,1937,30373,27.799,15.682
15.9,0.02,0,2031,63,297,437,1176,1973,30980,26.334,15.698
15.9,0.02,0,2032,50,276,426,1259,2011,31600,25.099,15.713
15.9,0.02,0,2033,40,256,413,1341,2049,32232,24.045,15.727
15.9,0.02,0,2034,31,236,400,1421,2089,32877,23.136,15.74
15.9,0.02,0,2035,25,217,387,1501,2129,33535,22.348,15.752
16.4,0.02,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.02,0,2026,199,374,485,718,1775,28060,39.074,15.804
16.4,0.02,0,2027,159,365,476,806,1806,28621,35.496,15.846
16.4,0.02,0,2028,126,352,467,892,1838,29193,32.715,15.886
16.4,0.02,0,2029,100,335,458,977,1870,29777,30.49,15.922
16.4,0.02,0,2030,80,317,448,1059,1903,30373,28.673,15.957
16.4,0.02,0,2031,63,297,437,1141,1938,30980,27.162,15.989
16.4,0.02,0,2032,50,276,426,1221,1973,31600,25.888,16.019
16.4,0.02,0,2033,40,256,413,1300,2009,32232,24.801,16.047
16.4,0.02,0,2034,31,236,400,1378,2045,32877,23.864,16.074
16.4,0.02,0,2035,25,217,387,1455,2083,33535,23.051,16.098
16.9,0.02,0,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.02,0,2026,199,374,485,697,1754,28060,40.265,15.996
16.9,0.02,0,2027,159,365,476,782,1782,28621,36.579,16.059
16.9,0.02,0,2028,126,352,467,866,1811,29193,33.712,16.117
16.9,0.02,0,2029,100,335,458,948,1841,29777,31.42,16.172
16.9,0.02,0,2030,80,317,448,1028,1872,30373,29.547,16.224
16.9,0.02,0,2031,63,297,437,1107,1904,30980,27.99,16.272
16.9,0.02,0,2032,50,276,426,1185,1937,31600,26.677,16.318
16.9,0.02,0,2033,40,256,413,1261,1970,32232,25.557,16.36
16.9,0.02,0,2034,31,236,400,1337,2005,32877,24.592,16.4
16.9,0.02,0,2035,25,217,387,1412,2040,33535,23.754,16.438
17.4,0.02,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.02,0,2026,199,374,485,677,1734,28060,41.456,16.181
17.4,0.02,0,2027,159,365,476,760,1760,28621,37.661,16.264
17.4,0.02,0,2028,126,352,467,841,1786,29193,34.709,16.342
17.4,0.02,0,2029,100,335,458,920,1814,29777,32.349,16.415
17.4,0.02,0,2030,80,317,448,998,1843,30373,30.421,16.484
17.4,0.02,0,2031,63,297,437,1075,1872,30980,28.819,16.548
17.4,0.02,0,2032,50,276,426,1150,1903,31600,27.466,16.609
17.4,0.02,0,2033,40,256,413,1225,1934,32232,26.313,16.667
17.4,0.02,0,2034,31,236,400,1299,1966,32877,25.319,16.721
17.4,0.02,0,2035,25,217,387,1371,2000,33535,24.456,16.772
17.9,0.02,0,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.02,0,2026,199,374,485,658,1715,28060,42.648,16.359
17.9,0.02,0,2027,159,365,476,739,1739,28621,38.743,16.462
17.9,0.02,0,2028,126,352,467,818,1763,29193,35.707,16.559
17.9,0.02,0,2029,100,335,458,895,1788,29777,33.279,16.651
17.9,0.02,0,2030,80,317,448,971,1815,30373,31.295,16.737
17.9,0.02,0,2031,63,297,437,1045,1842,30980,29.647,16.818
17.9,0.02,0,2032,50,276,426,1118,1870,31600,28.256,16.895
17.9,0.02,0,2033,40,256,413,1191,1900,32232,27.069,16.967
17.9,0.02,0,2034,31,236,400,1262,1930,32877,26.047,17.035
17.9,0.02,0,2035,25,217,387,1333,1961,33535,25.159,17.099
15.4,-0.01,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,-0.01,0.1,2026,203,375,485,705,1769,27235,38.625,15.4
15.4,-0.01,0.1,2027,167,367,477,739,1751,26963,36.464,15.4
15.4,-0.01,0.1,2028,137,355,469,771,1733,26693,34.6,15.4
15.4,-0.01,0.1,2029,113,340,461,801,1716,26426,32.972,15.4
15.4,-0.01,0.1,2030,94,323,452,830,1699,26162,31.533,15.4
15.4,-0.01,0.1,2031,79,305,442,856,1682,25900,30.252,15.4
15.4,-0.01,0.1,2032,66,286,432,881,1665,25641,29.102,15.4
15.4,-0.01,0.1,2033,56,267,420,905,1648,25385,28.063,15.4
15.4,-0.01,0.1,2034,48,249,408,927,1632,25131,27.12,15.4
15.4,-0.01,0.1,2035,41,231,396,947,1616,24880,26.261,15.4
15.9,-0.01,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,-0.01,0.1,2026,203,375,485,683,1746,27235,39.879,15.596
15.9,-0.01,0.1,2027,167,367,477,716,1728,26963,37.648,15.607
15.9,-0.01,0.1,2028,137,355,469,747,1709,26693,35.724,15.619
15.9,-0.01,0.1,2029,113,340,461,776,1691,26426,34.042,15.63
15.9,-0.01,0.1,2030,94,323,452,804,1673,26162,32.557,15.64
15.9,-0.01,0.1,2031,79,305,442,829,1655,25900,31.234,15.651
15.9,-0.01,0.1,2032,66,286,432,853,1637,25641,30.047,15.661
15.9,-0.01,0.1,2033,56,267,420,876,1620,25385,28.974,15.67
15.9,-0.01,0.1,2034,48,249,408,898,1603,25131,28.001,15.68
15.9,-0.01,0.1,2035,41,231,396,918,1586,24880,27.114,15.689
16.4,-0.01,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,-0.01,0.1,2026,203,375,485,662,1726,27235,41.133,15.784
16.4,-0.01,0.1,2027,167,367,477,694,1706,26963,38.832,15.807
16.4,-0.01,0.1,2028,137,355,469,724,1686,26693,36.847,15.83
16.4,-0.01,0.1,2029,113,340,461,753,1667,26426,35.113,15.851
16.4,-0.01,0.1,2030,94,323,452,779,1648,26162,33.581,15.873
16.4,-0.01,0.1,2031,79,305,442,804,1630,25900,32.217,15.893
16.4,-0.01,0.1,2032,66,286,432,827,1611,25641,30.992,15.913
16.4,-0.01,0.1,2033,56,267,420,849,1593,25385,29.885,15.933
16.4,-0.01,0.1,2034,48,249,408,870,1575,25131,28.881,15.952
16.4,-0.01,0.1,2035,41,231,396,890,1558,24880,27.967,15.971
16.9,-0.01,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,-0.01,0.1,2026,203,375,485,643,1706,27235,42.387,15.965
16.9,-0.01,0.1,2027,167,367,477,674,1685,26963,40.015,16
16.9,-0.01,0.1,2028,137,355,469,703,1665,26693,37.971,16.033
16.9,-0.01,0.1,2029,113,340,461,730,1645,26426,36.183,16.066
16.9,-0.01,0.1,2030,94,323,452,756,1625,26162,34.605,16.098
16.9,-0.01,0.1,2031,79,305,442,780,1606,25900,33.199,16.129
16.9,-0.01,0.1,2032,66,286,432,803,1587,25641,31.936,16.159
16.9,-0.01,0.1,2033,56,267,420,824,1568,25385,30.796,16.188
16.9,-0.01,0.1,2034,48,249,408,844,1550,25131,29.762,16.217
16.9,-0.01,0.1,2035,41,231,396,863,1531,24880,28.819,16.246
17.4,-0.01,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,-0.01,0.1,2026,203,375,485,624,1687,27235,43.642,16.14
17.4,-0.01,0.1,2027,167,367,477,654,1666,26963,41.199,16.186
17.4,-0.01,0.1,2028,137,355,469,683,1645,26693,39.094,16.23
17.4,-0.01,0.1,2029,113,340,461,709,1624,26426,37.254,16.274
17.4,-0.01,0.1,2030,94,323,452,734,1603,26162,35.628,16.316
17.4,-0.01,0.1,2031,79,305,442,758,1583,25900,34.181,16.357
17.4,-0.01,0.1,2032,66,286,432,780,1564,25641,32.881,16.397
17.4,-0.01,0.1,2033,56,267,420,801,1544,25385,31.707,16.437
17.4,-0.01,0.1,2034,48,249,408,820,1525,25131,30.643,16.475
17.4,-0.01,0.1,2035,41,231,396,839,1507,24880,29.672,16.513
17.9,-0.01,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,-0.01,0.1,2026,203,375,485,607,1670,27235,44.896,16.308
17.9,-0.01,0.1,2027,167,367,477,636,1648,26963,42.383,16.365
17.9,-0.01,0.1,2028,137,355,469,664,1626,26693,40.217,16.421
17.9,-0.01,0.1,2029,113,340,461,690,1604,26426,38.324,16.475
17.9,-0.01,0.1,2030,94,323,452,714,1583,26162,36.652,16.527
17.9,-0.01,0.1,2031,79,305,442,737,1562,25900,35.163,16.579
17.9,-0.01,0.1,2032,66,286,432,758,1542,25641,33.826,16.629
17.9,-0.01,0.1,2033,56,267,420,778,1522,25385,32.618,16.678
17.9,-0.01,0.1,2034,48,249,408,797,1502,25131,31.523,16.727
17.9,-0.01,0.1,2035,41,231,396,815,1483,24880,30.524,16.774
15.4,-0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,-0.005,0.1,2026,203,375,485,714,1777,27372,38.336,15.4
15.4,-0.005,0.1,2027,167,367,477,757,1769,27235,35.972,15.4
15.4,-0.005,0.1,2028,137,355,469,798,1760,27099,33.966,15.4
15.4,-0.005,0.1,2029,113,340,461,836,1751,26964,32.238,15.4
15.4,-0.005,0.1,2030,94,323,452,873,1742,26829,30.733,15.4
15.4,-0.005,0.1,2031,79,305,442,908,1733,26695,29.407,15.4
15.4,-0.005,0.1,2032,66,286,432,941,1725,26562,28.231,15.4
15.4,-0.005,0.1,2033,56,267,420,972,1716,26429,27.18,15.4
15.4,-0.005,0.1,2034,48,249,408,1002,1708,26297,26.235,15.4
15.4,-0.005,0.1,2035,41,231,396,1031,1699,26166,25.381,15.4
15.9,-0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,-0.005,0.1,2026,203,375,485,692,1755,27372,39.581,15.597
15.9,-0.005,0.1,2027,167,367,477,733,1745,27235,37.14,15.61
15.9,-0.005,0.1,2028,137,355,469,773,1735,27099,35.069,15.623
15.9,-0.005,0.1,2029,113,340,461,810,1725,26964,33.285,15.635
15.9,-0.005,0.1,2030,94,323,452,846,1715,26829,31.731,15.647
15.9,-0.005,0.1,2031,79,305,442,879,1705,26695,30.362,15.658
15.9,-0.005,0.1,2032,66,286,432,911,1695,26562,29.148,15.669
15.9,-0.005,0.1,2033,56,267,420,942,1686,26429,28.062,15.679
15.9,-0.005,0.1,2034,48,249,408,971,1676,26297,27.087,15.69
15.9,-0.005,0.1,2035,41,231,396,998,1667,26166,26.206,15.7
16.4,-0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,-0.005,0.1,2026,203,375,485,670,1734,27372,40.825,15.787
16.4,-0.005,0.1,2027,167,367,477,711,1722,27235,38.308,15.813
16.4,-0.005,0.1,2028,137,355,469,749,1711,27099,36.171,15.838
16.4,-0.005,0.1,2029,113,340,461,785,1700,26964,34.331,15.862
16.4,-0.005,0.1,2030,94,323,452,820,1689,26829,32.728,15.885
16.4,-0.005,0.1,2031,79,305,442,852,1678,26695,31.317,15.908
16.4,-0.005,0.1,2032,66,286,432,884,1667,26562,30.064,15.93
16.4,-0.005,0.1,2033,56,267,420,913,1657,26429,28.945,15.951
16.4,-0.005,0.1,2034,48,249,408,941,1646,26297,27.939,15.972
16.4,-0.005,0.1,2035,41,231,396,968,1636,26166,27.03,15.992
16.9,-0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,-0.005,0.1,2026,203,375,485,651,1714,27372,42.07,15.969
16.9,-0.005,0.1,2027,167,367,477,690,1701,27235,39.476,16.008
16.9,-0.005,0.1,2028,137,355,469,727,1689,27099,37.274,16.046
16.9,-0.005,0.1,2029,113,340,461,762,1677,26964,35.378,16.082
16.9,-0.005,0.1,2030,94,323,452,795,1665,26829,33.726,16.117
16.9,-0.005,0.1,2031,79,305,442,827,1653,26695,32.272,16.151
16.9,-0.005,0.1,2032,66,286,432,857,1641,26562,30.981,16.184
16.9,-0.005,0.1,2033,56,267,420,886,1630,26429,29.827,16.215
16.9,-0.005,0.1,2034,48,249,408,913,1619,26297,28.79,16.246
16.9,-0.005,0.1,2035,41,231,396,939,1608,26166,27.854,16.277
17.4,-0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,-0.005,0.1,2026,203,375,485,632,1695,27372,43.315,16.146
17.4,-0.005,0.1,2027,167,367,477,670,1681,27235,40.644,16.197
17.4,-0.005,0.1,2028,137,355,469,706,1668,27099,38.377,16.247
17.4,-0.005,0.1,2029,113,340,461,740,1655,26964,36.425,16.295
17.4,-0.005,0.1,2030,94,323,452,773,1642,26829,34.724,16.341
17.4,-0.005,0.1,2031,79,305,442,803,1629,26695,33.227,16.386
17.4,-0.005,0.1,2032,66,286,432,833,1617,26562,31.897,16.43
17.4,-0.005,0.1,2033,56,267,420,861,1604,26429,30.71,16.473
17.4,-0.005,0.1,2034,48,249,408,887,1592,26297,29.642,16.514
17.4,-0.005,0.1,2035,41,231,396,912,1581,26166,28.678,16.555
17.9,-0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,-0.005,0.1,2026,203,375,485,614,1678,27372,44.559,16.315
17.9,-0.005,0.1,2027,167,367,477,651,1663,27235,41.812,16.379
17.9,-0.005,0.1,2028,137,355,469,686,1648,27099,39.48,16.441
17.9,-0.005,0.1,2029,113,340,461,720,1634,26964,37.471,16.501
17.9,-0.005,0.1,2030,94,323,452,751,1620,26829,35.722,16.559
17.9,-0.005,0.1,2031,79,305,442,781,1607,26695,34.181,16.615
17.9,-0.005,0.1,2032,66,286,432,809,1593,26562,32.814,16.67
17.9,-0.005,0.1,2033,56,267,420,837,1580,26429,31.592,16.723
17.9,-0.005,0.1,2034,48,249,408,862,1568,26297,30.494,16.775
17.9,-0.005,0.1,2035,41,231,396,887,1555,26166,29.502,16.826
15.4,0,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0,0.1,2026,203,375,485,723,1786,27510,38.052,15.4
15.4,0,0.1,2027,167,367,477,775,1786,27510,35.498,15.4
15.4,0,0.1,2028,137,355,469,825,1786,27510,33.365,15.4
15.4,0,0.1,2029,113,340,461,872,1786,27510,31.553,15.4
15.4,0,0.1,2030,94,323,452,917,1786,27510,29.993,15.4
15.4,0,0.1,2031,79,305,442,961,1786,27510,28.636,15.4
15.4,0,0.1,2032,66,286,432,1002,1786,27510,27.443,15.4
15.4,0,0.1,2033,56,267,420,1043,1786,27510,26.387,15.4
15.4,0,0.1,2034,48,249,408,1081,1786,27510,25.446,15.4
15.4,0,0.1,2035,41,231,396,1118,1786,27510,24.602,15.4
15.9,0,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0,0.1,2026,203,375,485,700,1764,27510,39.287,15.599
15.9,0,0.1,2027,167,367,477,751,1762,27510,36.651,15.613
15.9,0,0.1,2028,137,355,469,799,1760,27510,34.448,15.627
15.9,0,0.1,2029,113,340,461,844,1759,27510,32.578,15.64
15.9,0,0.1,2030,94,323,452,888,1758,27510,30.967,15.653
15.9,0,0.1,2031,79,305,442,930,1756,27510,29.566,15.665
15.9,0,0.1,2032,66,286,432,971,1755,27510,28.334,15.677
15.9,0,0.1,2033,56,267,420,1010,1754,27510,27.244,15.688
15.9,0,0.1,2034,48,249,408,1047,1752,27510,26.272,15.699
15.9,0,0.1,2035,41,231,396,1083,1751,27510,25.401,15.709
16.4,0,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0,0.1,2026,203,375,485,679,1742,27510,40.522,15.79
16.4,0,0.1,2027,167,367,477,728,1739,27510,37.803,15.818
16.4,0,0.1,2028,137,355,469,774,1736,27510,35.531,15.846
16.4,0,0.1,2029,113,340,461,819,1733,27510,33.602,15.872
16.4,0,0.1,2030,94,323,452,861,1730,27510,31.941,15.898
16.4,0,0.1,2031,79,305,442,902,1728,27510,30.495,15.922
16.4,0,0.1,2032,66,286,432,941,1725,27510,29.225,15.946
16.4,0,0.1,2033,56,267,420,979,1723,27510,28.1,15.968
16.4,0,0.1,2034,48,249,408,1015,1720,27510,27.098,15.99
16.4,0,0.1,2035,41,231,396,1050,1718,27510,26.2,16.011
16.9,0,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0,0.1,2026,203,375,485,659,1722,27510,41.758,15.974
16.9,0,0.1,2027,167,367,477,706,1718,27510,38.956,16.017
16.9,0,0.1,2028,137,355,469,751,1713,27510,36.615,16.058
16.9,0,0.1,2029,113,340,461,794,1709,27510,34.626,16.097
16.9,0,0.1,2030,94,323,452,836,1705,27510,32.915,16.135
16.9,0,0.1,2031,79,305,442,875,1701,27510,31.425,16.172
16.9,0,0.1,2032,66,286,432,913,1697,27510,30.116,16.207
16.9,0,0.1,2033,56,267,420,950,1694,27510,28.957,16.241
16.9,0,0.1,2034,48,249,408,985,1690,27510,27.924,16.274
16.9,0,0.1,2035,41,231,396,1019,1687,27510,26.999,16.306
17.4,0,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0,0.1,2026,203,375,485,640,1703,27510,42.993,16.151
17.4,0,0.1,2027,167,367,477,686,1697,27510,40.109,16.208
17.4,0,0.1,2028,137,355,469,730,1692,27510,37.698,16.263
17.4,0,0.1,2029,113,340,461,772,1686,27510,35.651,16.315
17.4,0,0.1,2030,94,323,452,812,1681,27510,33.889,16.366
17.4,0,0.1,2031,79,305,442,850,1676,27510,32.355,16.415
17.4,0,0.1,2032,66,286,432,887,1671,27510,31.007,16.462
17.4,0,0.1,2033,56,267,420,923,1667,27510,29.814,16.507
17.4,0,0.1,2034,48,249,408,957,1662,27510,28.75,16.551
17.4,0,0.1,2035,41,231,396,990,1658,27510,27.798,16.594
17.9,0,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0,0.1,2026,203,375,485,622,1685,27510,44.229,16.323
17.9,0,0.1,2027,167,367,477,667,1678,27510,41.261,16.393
17.9,0,0.1,2028,137,355,469,709,1671,27510,38.781,16.461
17.9,0,0.1,2029,113,340,461,750,1665,27510,36.675,16.527
17.9,0,0.1,2030,94,323,452,789,1658,27510,34.863,16.59
17.9,0,0.1,2031,79,305,442,827,1652,27510,33.285,16.651
17.9,0,0.1,2032,66,286,432,862,1646,27510,31.898,16.71
17.9,0,0.1,2033,56,267,420,897,1641,27510,30.67,16.767
17.9,0,0.1,2034,48,249,408,930,1635,27510,29.576,16.822
17.9,0,0.1,2035,41,231,396,962,1630,27510,28.596,16.875
15.4,0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.005,0.1,2026,203,375,485,732,1795,27648,37.774,15.4
15.4,0.005,0.1,2027,167,367,477,793,1804,27786,35.044,15.4
15.4,0.005,0.1,2028,137,355,469,851,1813,27925,32.796,15.4
15.4,0.005,0.1,2029,113,340,461,908,1822,28065,30.912,15.4
15.4,0.005,0.1,2030,94,323,452,962,1831,28205,29.309,15.4
15.4,0.005,0.1,2031,79,305,442,1015,1841,28346,27.928,15.4
15.4,0.005,0.1,2032,66,286,432,1066,1850,28488,26.726,15.4
15.4,0.005,0.1,2033,56,267,420,1115,1859,28630,25.67,15.4
15.4,0.005,0.1,2034,48,249,408,1163,1868,28773,24.737,15.4
15.4,0.005,0.1,2035,41,231,396,1210,1878,28917,23.907,15.4
15.9,0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.005,0.1,2026,203,375,485,709,1772,27648,39.001,15.6
15.9,0.005,0.1,2027,167,367,477,768,1779,27786,36.182,15.616
15.9,0.005,0.1,2028,137,355,469,825,1787,27925,33.861,15.631
15.9,0.005,0.1,2029,113,340,461,879,1794,28065,31.916,15.645
15.9,0.005,0.1,2030,94,323,452,932,1801,28205,30.261,15.659
15.9,0.005,0.1,2031,79,305,442,983,1809,28346,28.835,15.672
15.9,0.005,0.1,2032,66,286,432,1032,1816,28488,27.593,15.684
15.9,0.005,0.1,2033,56,267,420,1080,1824,28630,26.504,15.696
15.9,0.005,0.1,2034,48,249,408,1127,1832,28773,25.541,15.708
15.9,0.005,0.1,2035,41,231,396,1172,1840,28917,24.684,15.718
16.4,0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.005,0.1,2026,203,375,485,687,1751,27648,40.227,15.793
16.4,0.005,0.1,2027,167,367,477,745,1756,27786,37.32,15.824
16.4,0.005,0.1,2028,137,355,469,800,1761,27925,34.926,15.854
16.4,0.005,0.1,2029,113,340,461,853,1767,28065,32.919,15.882
16.4,0.005,0.1,2030,94,323,452,904,1773,28205,31.212,15.91
16.4,0.005,0.1,2031,79,305,442,953,1779,28346,29.741,15.936
16.4,0.005,0.1,2032,66,286,432,1001,1785,28488,28.461,15.961
16.4,0.005,0.1,2033,56,267,420,1047,1791,28630,27.337,15.985
16.4,0.005,0.1,2034,48,249,408,1092,1797,28773,26.344,16.008
16.4,0.005,0.1,2035,41,231,396,1136,1804,28917,25.46,16.03
16.9,0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.005,0.1,2026,203,375,485,667,1730,27648,41.454,15.978
16.9,0.005,0.1,2027,167,367,477,723,1734,27786,38.457,16.025
16.9,0.005,0.1,2028,137,355,469,776,1738,27925,35.991,16.07
16.9,0.005,0.1,2029,113,340,461,827,1742,28065,33.923,16.112
16.9,0.005,0.1,2030,94,323,452,877,1746,28205,32.164,16.153
16.9,0.005,0.1,2031,79,305,442,925,1751,28346,30.648,16.193
16.9,0.005,0.1,2032,66,286,432,971,1755,28488,29.329,16.23
16.9,0.005,0.1,2033,56,267,420,1016,1760,28630,28.171,16.266
16.9,0.005,0.1,2034,48,249,408,1060,1765,28773,27.147,16.301
16.9,0.005,0.1,2035,41,231,396,1102,1770,28917,26.236,16.334
17.4,0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
17.4,0.005,0.1,2026,203,375,485,648,1711,27648,42.68,16.157
17.4,0.005,0.1,2027,167,367,477,702,1713,27786,39.595,16.219
17.4,0.005,0.1,2028,137,355,469,754,1715,27925,37.056,16.279
17.4,0.005,0.1,2029,113,340,461,804,1718,28065,34.926,16.335
17.4,0.005,0.1,2030,94,323,452,852,1721,28205,33.115,16.39
17.4,0.005,0.1,2031,79,305,442,898,1724,28346,31.555,16.442
17.4,0.005,0.1,2032,66,286,432,943,1727,28488,30.196,16.492
17.4,0.005,0.1,2033,56,267,420,987,1731,28630,29.004,16.541
17.4,0.005,0.1,2034,48,249,408,1029,1735,28773,27.95,16.587
17.4,0.005,0.1,2035,41,231,396,1071,1739,28917,27.012,16.631
17.9,0.005,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
17.9,0.005,0.1,2026,203,375,485,630,1693,27648,43.906,16.33
17.9,0.005,0.1,2027,167,367,477,682,1694,27786,40.733,16.407
17.9,0.005,0.1,2028,137,355,469,733,1694,27925,38.12,16.481
17.9,0.005,0.1,2029,113,340,461,781,1696,28065,35.93,16.552
17.9,0.005,0.1,2030,94,323,452,828,1697,28205,34.067,16.62
17.9,0.005,0.1,2031,79,305,442,873,1699,28346,32.462,16.685
17.9,0.005,0.1,2032,66,286,432,917,1701,28488,31.064,16.748
17.9,0.005,0.1,2033,56,267,420,960,1703,28630,29.838,16.808
17.9,0.005,0.1,2034,48,249,408,1001,1706,28773,28.753,16.866
17.9,0.005,0.1,2035,41,231,396,1041,1709,28917,27.788,16.922
15.4,0.01,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
15.4,0.01,0.1,2026,203,375,485,741,1804,27785,37.506,15.4
15.4,0.01,0.1,2027,167,367,477,811,1822,28063,34.608,15.4
15.4,0.01,0.1,2028,137,355,469,879,1841,28344,32.258,15.4
15.4,0.01,0.1,2029,113,340,461,944,1859,28627,30.312,15.4
15.4,0.01,0.1,2030,94,323,452,1008,1877,28913,28.675,15.4
15.4,0.01,0.1,2031,79,305,442,1071,1896,29202,27.277,15.4
15.4,0.01,0.1,2032,66,286,432,1131,1915,29494,26.072,15.4
15.4,0.01,0.1,2033,56,267,420,1191,1934,29789,25.021,15.4
15.4,0.01,0.1,2034,48,249,408,1248,1954,30087,24.099,15.4
15.4,0.01,0.1,2035,41,231,396,1305,1973,30388,23.285,15.4
15.9,0.01,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
15.9,0.01,0.1,2026,203,375,485,718,1781,27785,38.723,15.601
15.9,0.01,0.1,2027,167,367,477,785,1797,28063,35.732,15.619
15.9,0.01,0.1,2028,137,355,469,851,1813,28344,33.305,15.635
15.9,0.01,0.1,2029,113,340,461,915,1829,28627,31.297,15.65
15.9,0.01,0.1,2030,94,323,452,977,1846,28913,29.606,15.665
15.9,0.01,0.1,2031,79,305,442,1037,1863,29202,28.163,15.678
15.9,0.01,0.1,2032,66,286,432,1096,1880,29494,26.918,15.691
15.9,0.01,0.1,2033,56,267,420,1153,1897,29789,25.834,15.704
15.9,0.01,0.1,2034,48,249,408,1209,1914,30087,24.882,15.716
15.9,0.01,0.1,2035,41,231,396,1264,1932,30388,24.041,15.727
16.4,0.01,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
16.4,0.01,0.1,2026,203,375,485,696,1759,27785,39.941,15.795
16.4,0.01,0.1,2027,167,367,477,761,1773,28063,36.856,15.83
16.4,0.01,0.1,2028,137,355,469,825,1787,28344,34.352,15.862
16.4,0.01,0.1,2029,113,340,461,887,1801,28627,32.281,15.892
16.4,0.01,0.1,2030,94,323,452,947,1816,28913,30.537,15.921
16.4,0.01,0.1,2031,79,305,442,1005,1831,29202,29.049,15.949
16.4,0.01,0.1,2032,66,286,432,1062,1846,29494,27.764,15.975
16.4,0.01,0.1,2033,56,267,420,1118,1862,29789,26.646,16
16.4,0.01,0.1,2034,48,249,408,1172,1878,30087,25.664,16.024
16.4,0.01,0.1,2035,41,231,396,1225,1894,30388,24.797,16.047
16.9,0.01,0.1,2025,247,378,493,566,1684,27510,48.615,16.336
16.9,0.01,0.1,2026,203,375,485,675,1738,27785,41.159,15.982
16.9,0.01,0.1,2027,167,367,477,739,1750,28063,37.979,16.033
16.9,0.01,0.1,2028,137,355,469,801,1763,28344,35.4,16.081
16.9,0.01,0.1,2029,113,340,461,861,1775,28627,33.265,16.127
16.9,0.01,0.1,2030,94,323,452,919,1788,28913,31.468,16.171
16.9,0.01,0.1,2031,79,305,442,976,1801,29202,29.934,16.212
16.9,0.01,0.1,2032,66,286,432,1031,1815,29494,28.611,16.252
16.9,0.01,0.1,2033,56,267,420,1085,1829,29789,27.458,16.29
16.9,0.01,0.1,2034,48,249,408,1138,1843,30087,26.447,16.326
16.9,0.01,0.1,2035,41,231,396,1189,1857,30388,25.553,16.36
